uid,civilite,prenom,nom,date_naissance,ville_naissance,groupe_politique,departement,circonscription,profession_declaree,insee_cat_socpro,insee_fam_socpro,wikidata_url,frwiki_url,plus_haut_diplome,domaines_etudes,a_travaille_prive,a_travaille_public,carriere_politique_seule,profil_carriere,confiance,notes
PA793382,M.,Emmanuel,Taché,1975-02-20,Montreuil,Rassemblement National,Bouches-du-Rhône,16,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q56556893,https://fr.wikipedia.org/wiki/Emmanuel_Tach%C3%A9,inconnu,,1,1,0,mixte_public_prive,haute,"Parcours bien documenté et concordant entre la déclaration HATVP (trois déclarations, employeurs nommés) et sa fiche Wikipédia : assistant parlementaire de Brigitte Le Brethon (UMP), rejoint le Front national en 2012, chargé de mission pour la campagne présidentielle de 2016-2017 (AFMLP), puis collaborateur du groupe des eurodéputés RN au Parlement européen comme chargé de communication (2018-2021, confirmé par les deux sources), puis agent contractuel au Conseil régional des Hauts-de-France (2021-2022). La HATVP mentionne aussi une mission ponctuelle de correcteur-examinateur de jury pour l'école de commerce INSEEC en août 2023, activité isolée qui ne permet toutefois pas d'inférer un diplôme personnel (rôle d'examinateur externe, pas nécessairement un ancien élève). Aucune information sur ses études (établissement, diplôme) n'a été trouvée dans aucune source consultée."
PA736201,Mme,Sophie,Taillé-Polian,1974-10-04,Ermont,Écologiste et Social,Val-de-Marne,11,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q41075996,https://fr.wikipedia.org/wiki/Sophie_Taill%C3%A9-Polian,bac+5,lettres-sciences humaines,0,1,0,public_uniquement,moyenne,"Profession de cadre de la fonction publique tirée des données officielles, sans détail biographique du poste."
PA794178,M.,Jean-Pierre,Taite,1962-03-14,Feurs,Droite Républicaine,Loire,6,"Ancien artisan, commerçant, chef d'entreprise",Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q62887880,https://fr.wikipedia.org/wiki/Jean-Pierre_Taite,inconnu,,1,0,0,prive_uniquement,moyenne,"Wikipédia indique explicitement « Jean-Pierre Taite est photographe de métier » (confirmé dans l'extrait et dans l'infobox du wikitexte brut : profession = Photographe), cohérent avec la profession déclarée officielle « Ancien artisan, commerçant, chef d'entreprise ». Aucune déclaration HATVP trouvée pour cet uid (entrée absente de l'index local). Aucune mention d'études ou de diplôme nulle part dans l'article Wikipédia ; la fiche AN (assemblee-nationale.fr) ne restitue aucun texte en statique (rendu JavaScript). Photographe artisan indépendant n'implique aucun diplôme précis, donc niveau laissé inconnu plutôt que déduit."
PA795778,M.,Jean-Philippe,Tanguy,1986-03-25,Boulogne-sur-Mer,Rassemblement National,Somme,4,Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q46138822,https://fr.wikipedia.org/wiki/Jean-Philippe_Tanguy,bac+5,gestion-commerce | sciences politiques,1,0,0,politique_principalement,haute,"Bref passage en alternance dans le privé pendant ses études, puis carrière longue et principalement politique."
PA719550,Mme,Liliana,Tanguy,1967-03-12,Pancevo,Ensemble pour la République,Finistère,7,Cadre supérieur du secteur public,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30339307,https://fr.wikipedia.org/wiki/Liliana_Tanguy,bac+5,economie | sciences politiques,,1,0,public_uniquement,moyenne,La section carrière de la biographie est vide ; l'emploi indiqué provient uniquement de l'indice Wikidata (hôpital du Scorff).
PA793796,M.,David,Taupiac,1975-05-13,Montauban,"Libertés, Indépendants, Outre-mer et Territoires",Gers,2,Consultant aéronautique,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q65603176,https://fr.wikipedia.org/wiki/David_Taupiac,bac+5,ingenierie,1,0,0,prive_uniquement,haute,
PA794106,Mme,Andrée,Taurinya,1963-06-03,Toulouse,La France insoumise - Nouveau Front Populaire,Loire,2,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112650830,https://fr.wikipedia.org/wiki/Andr%C3%A9e_Taurinya,bac+3_4,lettres-sciences humaines | education,0,1,0,public_uniquement,haute,
PA794166,M.,Matthias,Tavel,1987-07-06,Villeurbanne,La France insoumise - Nouveau Front Populaire,Loire-Atlantique,8,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q50384786,https://fr.wikipedia.org/wiki/Matthias_Tavel,bac+5,sciences politiques,0,1,0,politique_principalement,moyenne,A surtout eu une carrière politique (directeur de cabinet adjoint de Mélenchon pendant 6 ans) avant un emploi public bref à la préfecture juste avant son élection.
PA794502,M.,Michaël,Taverne,1979-03-10,Maubeuge,Rassemblement National,Nord,12,Policier et militaire,"Employés administratifs de la fonction publique, agents de service et auxiliaires de santé",Employés,http://www.wikidata.org/entity/Q112637395,https://fr.wikipedia.org/wiki/Micha%C3%ABl_Taverne,bac+3_4,sport,0,1,0,public_uniquement,moyenne,Niveau exact du diplôme STAPS non précisé dans la source.
PA841713,M.,Boris,Tavernier,1979-08-23,Doullens,Écologiste et Social,Rhône,2,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q126599155,https://fr.wikipedia.org/wiki/Boris_Tavernier,bac+5,economie,1,0,0,prive_uniquement,haute,A aussi dirigé pendant plus de dix ans l'association VRAC (secteur associatif).
PA721584,M.,Jean,Terlier,1977-03-02,Toulon,Ensemble pour la République,Tarn,3,Avocat,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30391203,https://fr.wikipedia.org/wiki/Jean_Terlier,bac+5,droit,1,0,0,prive_uniquement,moyenne,"La bio ne précise pas l'établissement de formation, mais confirme le métier d'avocat spécialisé en droit rural et agro-alimentaire."
PA841553,M.,Thierry,Tesson,1957-04-22,Les Sables d'Olonne,Rassemblement National,Nord,17,(74) - Ancien cadre,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q123369490,https://fr.wikipedia.org/wiki/Thierry_Tesson,bac+5,lettres-sciences humaines,0,1,0,public_uniquement,haute,A occupé un poste en cabinet ministériel (secteur politique) entre deux périodes de carrière de haut fonctionnaire.
PA795920,Mme,Prisca,Thevenot,1985-03-01,Strasbourg,Ensemble pour la République,Hauts-de-Seine,8,Collaboratrice parlementaire,Professions intermédiaires administratives et commerciales des entreprises,Professions intermédiaires,http://www.wikidata.org/entity/Q106020252,https://fr.wikipedia.org/wiki/Prisca_Thevenot,bac+5,gestion-commerce,1,0,0,prive_uniquement,moyenne,"Postes en entreprise identifiés via wikidata (BearingPoint, EY, Veolia Eau, Webhelp) sans détails précis; a aussi été collaboratrice parlementaire avant son élection."
PA793948,M.,Nicolas,Thierry,1975-12-08,Creon,Écologiste et Social,Gironde,2,Consultant en développement durable,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63349080,https://fr.wikipedia.org/wiki/Nicolas_Thierry,bac+5,lettres-sciences humaines,1,1,0,mixte_public_prive,moyenne,Le secteur du premier emploi (gestion des déchets en Polynésie) est incertain.
PA719822,Mme,Sabine,Thillaye,1959-05-18,Remscheid,Les Démocrates,Indre-et-Loire,5,Ancien Chef d'entreprise,Commerçants et assimilés,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q30335895,https://fr.wikipedia.org/wiki/Sabine_Thillaye,bac+5,droit,1,1,0,mixte_public_prive,moyenne,"Le diplôme obtenu à Münster n'est pas précisé, seules des études supérieures de droit sont mentionnées."
PA841893,Mme,Céline,Thiébault-Martinez,1974-08-04,Charleville-Mézières,Socialistes et apparentés,Seine-et-Marne,9,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127256524,https://fr.wikipedia.org/wiki/C%C3%A9line_Thi%C3%A9bault-Martinez,bac+5,economie,1,0,0,prive_uniquement,haute,
PA722336,M.,Vincent,Thiébaut,1972-05-23,Toulouse,Horizons & Indépendants,Bas-Rhin,9,Autre cadre (secteur privé),Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30348526,https://fr.wikipedia.org/wiki/Vincent_Thi%C3%A9baut,bac+3_4,gestion-commerce | informatique,1,0,0,prive_uniquement,moyenne,"Bac scientifique et technique série E, puis BTS technico-commercial en alternance (CESI) et formation à l'ICSV du CNAM (1999-2001) ; niveau exact du diplôme ICSV non confirmé, estimé bac+3/4 (source: https://vincentthiebaut.fr/vincent-thiebaut/biographie/)."
PA643089,M.,Jean-Louis,Thiériot,1969-06-26,Paris 14ème,Droite Républicaine,Seine-et-Marne,3,Sans profession déclarée,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3166993,https://fr.wikipedia.org/wiki/Jean-Louis_Thi%C3%A9riot,bac+5,sciences politiques | droit,1,0,0,prive_uniquement,haute,
PA793816,Mme,Mélanie,Thomin,1984-06-04,Landerneau,Socialistes et apparentés,Finistère,6,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112639913,https://fr.wikipedia.org/wiki/M%C3%A9lanie_Thomin,bac+3_4,lettres-sciences humaines,1,0,0,prive_uniquement,moyenne,"Enseigne dans des lycées privés sous contrat (Diwan, enseignement catholique), non fonction publique d'État."
PA793298,M.,Lionel,Tivoli,1988-02-29,Marseille,Rassemblement National,Alpes-Maritimes,2,Chef d'entreprise de 10 salariés ou plus,Chefs d'entreprise de plus de 10 personnes,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q63371180,https://fr.wikipedia.org/wiki/Lionel_Tivoli,inconnu,,0,0,1,politique_principalement,moyenne,"Déclaration d'intérêts HATVP consultée directement (déposée le 8 septembre 2024, page fetchée et vérifiée) : seule activité professionnelle rémunérée déclarée = « Assistant de groupe », Ville d'Antibes, 06/2020-06/2022 (4 500 à 9 000 €/an). Les rubriques « participations aux organes dirigeants » et « participations financières directes dans le capital d'une société » y sont explicitement « Néant ». Ceci contredit une note d'un passage de recherche antérieur évoquant une entreprise d'e-liquides fondée en 2013 : je n'ai trouvé aucune trace de cette société ni dans la déclaration HATVP actuelle ni dans Wikipédia (infobox « profession = Chef d'entreprise » sans nom d'entreprise, section biographie muette sur ce point) ; par prudence je ne retiens pas cette information non vérifiable. Seules activités rémunérées confirmées : conseiller régional (25 800 €/an, 2016-2022) et assistant de groupe municipal — carrière donc classée comme essentiellement politique. Aucune information sur ses études (infobox Wikipédia : champ « université » vide)."
PA842299,M.,Emmanuel,Tjibaou,1976-03-17,Nouméa,Gauche Démocrate et Républicaine,Nouvelle-Calédonie,2,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127233075,https://fr.wikipedia.org/wiki/Emmanuel_Tjibaou,bac+5,lettres-langues,0,1,0,public_uniquement,haute,"Biographie Wikipédia très détaillée et richement sourcée (interview Mwà Véé, portraits bouturesdeparoles.nc, etc., vérifiée via récupération du wikitexte brut) : études d'anglais puis DEA d'ethnolinguistique des langues kanak à l'INALCO (Paris), mémoire sur les récits traditionnels de la région de Hienghène. Carrière : instituteur remplaçant, puis collecteur du patrimoine kanak, puis directeur de l'ADCK-Centre culturel Tjibaou (Gouvernement de Nouvelle-Calédonie — confirmé par la déclaration HATVP locale : « directeur centre culturel tjibaou », Gouvernement NC, 01/2018-09/2022), puis directeur à la Province Nord (10/2022-07/2024, également confirmé par HATVP). Carrière entièrement dans le secteur public / les institutions calédoniennes."
PA840067,M.,Gabriel,Tomatis,1999-11-02,Nice,Rassemblement National,Alpes-Maritimes,4,Sans profession déclarée,Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q138726860,https://fr.wikipedia.org/wiki/Gabriel_Tomatis,bac+3_4,lettres-sciences humaines,,,1,politique_principalement,moyenne,"Engagement militant dès 16 ans, aucun emploi hors politique mentionné avant son entrée à l'Assemblée."
PA840781,M.,Romain,Tonussi,1996-04-09,Istres,Rassemblement National,Bouches-du-Rhône,8,(45) - Profession intermédiaire administrative de la fonction publique,"Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q126960558,https://fr.wikipedia.org/wiki/Romain_Tonussi,bac+2,,0,1,0,public_uniquement,moyenne,"Wikipédia confirme la profession de « gestionnaire RH » (affirmation sourcée à un article de presse locale, mesinfos.fr, cité dans le wikitexte, vérifié directement). La déclaration HATVP (fichier local) confirme le poste précis : Gestionnaire RH, Département des Hautes-Alpes, 10/2020-07/2024, secteur public territorial. La profession déclarée officielle et le code INSEE (« (45) Profession intermédiaire administrative de la fonction publique ») correspondent à la catégorie B de la fonction publique, ce qui suppose usuellement un niveau bac+2 — inférence de catégorie statutaire (pas de diplôme nommé), confiance ramenée à moyenne conformément à la règle sur les inférences de profession réglementée. Aucune information sur l'établissement de formation."
PA607395,M.,Stéphane,Travert,1969-10-12,Carentan,Ensemble pour la République,Manche,3,Cadre secteur privé,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3502105,https://fr.wikipedia.org/wiki/St%C3%A9phane_Travert,bac+2,gestion-commerce,1,0,0,politique_principalement,moyenne,Le passage dans l'industrie n'est pas détaillé; l'essentiel de la carrière connue avant le mandat est un poste de cabinet politique.
